label,message,message_2
0,What's the significance?,Каково значение?
0,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,"Ваше мнение обо мне? 1. Более 2. Джада 3. Кусрути 4. Привлекательный 5. Тихий 6. Spl характер 7. Незрелый 8. Стильный 9. Простой ответ, пожалуйста.."
0,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try","Самое позднее 8, g все еще там, если вы можете раздобыть боеприпасы и хотите попробовать новый АК"
0,Prabha..i'm soryda..realy..frm heart i'm sory,Прабха.. извините.. правда.. от всего сердца извините
0,Lol ok your forgiven :),"Лол, хорошо, ты прощен :)"
0,No..jst change tat only..,Нет..просто меняйте только это..
1,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a пїЅ500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+","Вам гарантирован новейший телефон Nokia, MP3-плеер iPod на 40 ГБ или приз в размере 500 фунтов стерлингов! Текстовое слово: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+"
0,S:)no competition for him.,S:) вне конкуренции для него.
1,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,"Тоны Boltblue для 150p Ответить POLY# или MONO# например, POLY3 1. Cha Cha Slide 2. Да 3. Slow Jamz 6. Toxic 8. Come With Me or STOP Еще 4 тона txt БОЛЬШЕ"
1,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,Ваши кредиты были пополнены для http://www.bubbletext.com. Ваш PIN-код продления: tgxxrz.
0,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ","Таким образом транспорт менее проблематичен, чем ночью. Кстати, если вы хотите пригласить меня присоединиться к моему дню рождения, не стесняйтесь. Но нужно знать определенные номера при бронировании в пятницу."
0,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,"Обычно человек находится в бессознательном состоянии, это у детей, но у взрослых он может просто вести себя ненормально. Я позвоню тебе сейчас"
0,But that's on ebay it might be less elsewhere.,"Но это на ebay, в других местах может быть меньше."
0,Shall i come to get pickle,Мне прийти за маринадом
0,Were gonna go get some tacos,Мы собирались пойти за тако
0,"That's very rude, you on campus?","Это очень грубо, вы в кампусе?"
1,"URGENT!: Your Mobile No. was awarded a пїЅ2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU","СРОЧНО!: 09.02.03 Ваш номер мобильного телефона был награжден Бонусным призом в размере €2,000! Это наша вторая попытка связаться с ВАМИ! Звоните 0871-872-9755 BOX95QU"
0,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,"Привет, я не буду терпеть 4 рождества. Но наслаждайтесь веселым Рождеством."
1,"Today's Offer! Claim ur пїЅ150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. пїЅ3.00 Sub. 16 . Unsub reply X","Сегодняшнее предложение! Получите ваучеры на скидку 150 фунтов стерлингов! Отправьте ДА на номер 85023 прямо сейчас! SavaMob, член предлагает мобильные! Т Cs 08717898035. №3.00 Суб. 16 . Отписаться от ответа X"
0,Yes! How is a pretty lady like you single?,"Да! Как такая красивая дама, как ты, одинока?"
1,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,"Вы получите свой тон в течение следующих 24 часов. Положения и условия см. в Телетексте канала U, стр. 750."
0,Jay says that you're a double-faggot,"Джей говорит, что ты двойной педик"
1,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,ЧАСТНЫЙ! В выписке по счету за 2003 год для номера 07815296484 указано 800 неиспользованных SIM-карт. точки. Звоните 08718738001 Идентификационный код 41782 Срок действия истекает 18/11/04
0,What Today-sunday..sunday is holiday..so no work..,Что сегодня-воскресенье..воскресенье выходной..поэтому без работы..
0,Gudnite....tc...practice going on,Gudnite....tc...практика продолжается
0,I'll be late...,я опоздаю...
0,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.","Я давно тебе не звонил. Я надеюсь, что это была малярия l8r, и что вы знаете, что мы скучаем по вам, ребята. Я очень скучаю по Бани, поэтому, пожалуйста, передайте ей мою любовь. Хорошего дня."
0,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea","Добрый день, моя любовь! Как проходит этот день? Я надеюсь, может быть, у вас есть какие-то наводки на работу. Я думаю о тебе, мальчик, и посылаю тебе страстный поцелуй из-за моря"
0,"Probably gonna be here for a while, see you later tonight &lt;)","Наверное, задержусь здесь на некоторое время, увидимся сегодня вечером <)"
0,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,"Или, может быть, мои толстые пальцы просто нажимают на все эти кнопки, и он не знает, что делать."
0,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,"Ummmmmaah Много много счастливых возвращений d день, мое дорогое сладкое сердце .. С ДНЕМ РОЖДЕНИЯ дорогая"
0,"I am in tirupur da, once you started from office call me.","Я в Тирупуре да, как только вы выйдете из офиса, позвоните мне."
1,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,с www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop
0,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'","Известная цитата: когда вы развиваете способность слушать «что угодно» безоговорочно, не теряя самообладания или уверенности в себе, это означает, что вы ......... «ЖЕНАТ»"
0,But am going to college pa. What to do. are else ill come there it self. Pa.,Но я иду в колледж па. Что делать. а то я сам туда приеду. Па.
0,4 oclock at mine. Just to bash out a flat plan.,"4 часа у меня. Просто, чтобы разбить плоский план."
0,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,"Эта девушка не остается в постели. Этой девушке не нужно время на восстановление. Я лучше потеряю сознание, развлекаясь, чем буду взаперти в постели"
0,Then any special there?,Тогда какой-то там особенный?
0,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,"Я знаю, но тебе нужно снять отель сейчас. Я только что получил приглашение, но должен извиниться. Кали слишком мила для меня, чтобы прийти на свадьбу какого-то английского парня"
0,"Sorry that took so long, omw now","Извините, что так долго, а теперь"
0,Wait  &lt;#&gt;  min..,Подождите <#> мин..
0,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,"Хорошо, дай мне 5 минут, я думаю, что вижу ее. Кстати, ты мое алиби. Ты стригла мне волосы все это время."
0,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck","Представьте, что вы, наконец, погрузитесь в эту ванну после того, как я заставил вас пройти через все ваши шаги, может быть, вы даже съедите меня некоторое время, прежде чем я уйду ... Но также представьте ощущение этой клетки на вашем члене, окруженной водой ванны, напоминая тебе всегда, кто тобой владеет ... Наслаждайся, мой куколд"
0,"Hurry up, I've been weed-deficient for like three days","Поторопитесь, у меня дефицит травки уже три дня"
0,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo","Конечно, если я получу от вас признание, что поразительно бестактно и вообще глупо требовать клятвы крови для"
0,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,"Хорошо. Каждый вечер принимайте теплую ванну, выпивайте чашку молока, и вы увидите волшебство. Вам все равно нужно похудеть. Просто чтобы вы знали"
0,IпїЅпїЅпїЅll have a look at the frying pan in case itпїЅпїЅпїЅs cheap or a book perhaps. No thatпїЅпїЅпїЅs silly a frying pan isnпїЅпїЅпїЅt likely to be a book,"Я посмотрю на сковородку, вдруг она дешевая, или, может быть, на книгу. Нет, это глупо, а сковородка вряд ли может быть книгой."
0,O. Well uv causes mutations. Sunscreen is like essential thesedays,О. Уф вызывает мутации. Солнцезащитный крем в наши дни необходим
0,Having lunch:)you are not in online?why?,Обед :)ты не в онлайне?почему?
0,I know that my friend already told that.,"Я знаю, что мой друг уже сказал это."
0,Hi Princess! Thank you for the pics. You are very pretty. How are you?,"Привет, принцесса! Спасибо за фотографии. Ты очень красивая. Как вы?"
0,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ","Айо... Ты всегда с нашей бывшей... Я не знаю о Мэй, она не ответила... В первый раз ты отвечаешь так быстро... Тебе так повезло, что ты не работаешь, а, получил бао от твоего сахарного папы, ах... гы .."
0,Hi msg me:)i'm in office..,Привет msg мне:) я в офисе ..
0,Thanx 4 e brownie it's v nice...,"Thanx 4 e брауни, это очень приятно ..."
0,Geeeee ... I love you so much I can barely stand it,"Гыееее... я так тебя люблю, что едва могу это вынести"
1,GENT! We are trying to contact you. Last weekends draw shows that you won a пїЅ1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,"ГЕНТ! Мы пытаемся связаться с вами. Розыгрыш прошлых выходных показывает, что вы выиграли ГАРАНТИРОВАННЫЙ приз в размере 1000 фунтов стерлингов. Звоните 09064012160. Код заявки K52. Действует только 12 часов. 150 частей на миллион"
0,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...","Ебать, детка... Я уже скучаю по тебе, понимаешь? Не могли бы вы позволить мне послать вам немного денег на вашу сеть? Ты мне нужен... я хочу тебя... я жажду тебя..."
0,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?","Я позвоню тебе после обеда, когда закончу, с моим адресом, этот противный американский фрик не перестанет звонить мне, 2 плохая Джен, а?"
0,Oooh bed ridden ey? What are YOU thinking of?,"Ооо, прикованная к постели Эй? Что Вы думаете о?"
0,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already","Так что в любом случае, ты можешь просто пойти в свой спортзал или куда-то еще, любовь моя *улыбается* Надеюсь, ты в порядке и хорошего дня, детка ... Я уже так по тебе скучаю"
0,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,Любить это! Папочка заставит тебя кричать от удовольствия! Я собираюсь шлепнуть тебя по заднице своим членом!
0,WOT U WANNA DO THEN MISSY?,"ЧТО ТЫ ХОЧЕШЬ ДЕЛАТЬ, Мисси?"
0,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,Яр лор подожди 4 моя мама 2 закончу сч потом пообедай лор... Я все утро сижу дома убираю свою комнату теперь моя комната довольно чистая... Хи...
0,Do you know where my lab goggles went,"Ты знаешь, куда делись мои лабораторные очки?"
0,Can you open the door?,Вы можете открыть дверь?
0,Waiting for your call.,Ждем Вашего звонка.
0,Nope i waiting in sch 4 daddy... ,"Нет, я жду в сх 4, папочка..."
1,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",Вы выиграли 1000 фунтов стерлингов наличными или приз в размере 2000 фунтов стерлингов! Для претензии звоните 09050000327
0,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.","Я устал спорить с тобой об этом неделю за неделей. Делай, что хочешь, и отныне я буду делать то же самое."
0,пїЅпїЅ wait 4 me in sch i finish ard 5..,«подожди 4 меня в сч я закончу ард 5..
1,"our mobile number has won пїЅ5000, to claim calls us back or ring the claims hot line on 09050005321.","наш мобильный номер выиграл €5000, чтобы подать заявку, перезвоните нам или позвоните на горячую линию претензий по номеру 09050005321."
0,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.","Брак по расчету — это когда ты идешь, к сожалению, тебя кусает змея. Брак по любви — это танец перед змеей и фраза «Укуси меня, укуси меня»."
0,Huh so early.. Then пїЅ_ having dinner outside izzit?,А так рано.. Тогда ❗Ѕ_ ужинаешь на улице izzit?
0,Ok anyway no need to change with what you said,"Хорошо, в любом случае не нужно менять то, что вы сказали"
1,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,"Мы попытались связаться с вами, чтобы ответить на наше предложение 750 минут 150 текстовых сообщений и нового видеозвонка по телефону 08002988890 сейчас или ответить на бесплатную доставку завтра"
0,my ex-wife was not able to have kids. Do you want kids one day?,моя бывшая жена не могла иметь детей. Вы хотите детей в один прекрасный день?
0,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,"Итак, как дела в Шотландии. Надеюсь, вы не переборщили со своими склонностями к JJC. Заботиться. Живи мечтой"
0,Tell them u have a headache and just want to use 1 hour of sick time.,"Скажите им, что у вас болит голова, и вы просто хотите использовать 1 час больничного."
0,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ","Я не думаю, что я все же уйду ... Хммм, может пойти на джаз? Yogasana oso can... Мы можем встретиться с ними после наших уроков..."
0,"\Pete can you please ring meive hardly gotany credit\""""","\Пит, пожалуйста, позвони мне, у меня почти нет кредита\"""""
0,Ya srsly better than yi tho,"Я, правда, лучше, чем ты."
0,"I'm in a meeting, call me later at","Я на совещании, позвоните мне позже в"
1,"For ur chance to win a пїЅ250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk","Чтобы получить шанс выиграть 250 фунтов стерлингов в неделю, отправьте TXT: SHOP на номер 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
1,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,Вы были специально выбраны для получения награды в 2000 фунтов стерлингов! Позвоните по номеру 08712402050 ДО закрытия линий. Стоимость 10 стр./мин. 16+. Применяются положения и условия. АГ Промо
1,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,ЧАСТНЫЙ! В выписке по счету за 2003 год для номера 07753741225 указано 800 неиспользованных баллов S.I.M. Звоните 08715203677 Идентификационный код: 42478 Истекает 24/10/04
0,You still at grand prix?,Ты все еще на Гран При?
0,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...","Я встретил тебя как незнакомца и выбрал тебя своим другом. Пока стоит мир, наша дружба никогда не кончится. Давай дружить навсегда!!! Гуд ниц..."
0,I am great! How are you?,Я замечательно! Как вы?
0,Gud mrng dear have a nice day,"Доброе утро, дорогая, хорошего дня"
1,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,У вас есть важное объявление службы поддержки клиентов. Звоните по БЕСПЛАТНОМУ ТЕЛЕФОНУ 0800 542 0825 прямо сейчас!
0,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,Сделаю. Устал утром в поезде. Слишком много вина и пирога. Ты тоже хорошо спишь
0,I'm going out to buy mum's present ar.,Я собираюсь купить маме подарок.
0,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,Взрыв разума.. Цунами больше не будет.. Раджникант перестал плавать в Индийском океане..:-D
0,If u sending her home first it's ok lor. I'm not ready yet.,"Если ты сначала отправишь ее домой, все в порядке. Я еще не готов."
0,Speaking of does he have any cash yet?,"Кстати, у него еще есть деньги?"
0,Be happy there. I will come after noon,Будьте счастливы там. я приду после полудня
0,Meet after lunch la...,Встречаемся после обеда...
0,TaKe CaRE n gET WeLL sOOn,БЕРЕГИТЕСЬ И ВЫздоравливайте скорее
1,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 СПЕЦИАЛЬНЫЙ ВЕЧЕР ZOUK С НИКОЛЕМ ИЗ ПАРИЖА. БЕСПЛАТНЫЕ РОЗЫ 2 ВСЕ ДАМЫ !!! информация: 07946746291/07880867867
0,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,"Я хотел сказать, что не могу дождаться, когда ты снова устанешь от этого подшучивания над Бриджуотером."
0,Neva mind it's ok..,Нева ум это нормально ..
0,"It's fine, imma get a drink or somethin. Want me to come find you?","Все в порядке, я выпью или что-нибудь в этом роде. Хочешь, я найду тебя?"
1,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,22 дня до старта! Для Euro2004 U будет в курсе последних новостей и результатов ежедневно. Для удаления отправьте GET TXT STOP на номер 83222.
0,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,"Это валентинка. . . Отправьте это сообщение всем своим друзьям. .. Если 5 ответов r d одинаковы, то кто-то действительно любит тебя. Тест- какой цвет мне больше всего подходит? ответь мне"
0,I have many dependents,у меня много иждивенцев
0,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,"THANX4 СЕГОДНЯ CER ЭТО БЫЛО ХОРОШО 2 НАВЕРНЯЕМ, НО МЫ AVE 2 НАХОДИМ БОЛЬШЕ ВРЕМЕНИ И ЧАЩЕ ЧАЩЕ ОН ХОРОШО ПОБЕРЕГИТЕ C U СКОРО.C"
0,I called and said all to him:)then he have to choose this future.,Я позвонил и сказал ему все:)тогда он должен выбрать это будущее.
0,"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...""","\С Днем Святого Валентина\"" Я знаю, что еще рано, но у меня есть сотни красавчиков и красавиц, которых я хочу пожелать. Поэтому я подумал, что сначала прикончу тетушек и дядюшек..."""
0,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,"Он вроде не в шоке, лех. Потому что рассказать о Шухуи тоже самое, что сказать Леоне. Как будто почти все знают ляо. Он спросил меня о твоей реакции, лор."
0,For my family happiness..,Для моего семейного счастья..
0,I come n pick пїЅ_ up... Come out immediately aft ur lesson...,Я прихожу и забираю... Выходи сразу после урока...
0,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,"Пусть будет снег. Пусть будет снег. Такая погода сближает людей, так что дружба может крепнуть."
0,Dear we got  &lt;#&gt;  dollars hi hi,"Дорогой, мы получили <#> долларов привет привет"
0,Good words.... But words may leave u in dismay many times.,Хорошие слова.... Но слова могут много раз оставлять вас в смятении.
0,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,"УБЕДИТЕСЬ, ЧТО АЛЕКС ЗНАЕТ, ЧТО ДЕНЬ ЕГО РОЖДЕНИЯ ЗАКОНЧИЛСЯ ЧЕРЕЗ ПЯТНАДЦАТЬ МИНУТ, НАСКОЛЬКО ВАС ОБЯЗАТЕЛЬНО"
0,"sorry, no, have got few things to do. may be in pub later.","извините, нет, у меня мало дел. может быть в пабе позже."
0,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash","Нет, это нормально, если вы можете просто принести бутон или напитки или что-то, что на самом деле немного полезнее, чем наличные деньги"
0,"Haha good to hear, I'm officially paid and on the market for an 8th","Ха-ха, приятно слышать, мне официально заплатили, и я на рынке для 8-го"
0,How many licks does it take to get to the center of a tootsie pop?,"Сколько нужно лизать, чтобы попасть в центр тутси-попа?"
0,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,"Да, я думаю, что учитель сказал, что это сделает мое лицо длиннее. Даррен просит меня не обрезать слишком коротко."
1,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,Новый чат TEXTBUDDY 2 возбужденных парня в вашем районе 4 всего за 25 пенсов бесплатно 2 получить почтовый индекс поиска или на gaytextbuddy.com. Отправьте имя TXT ONE на номер 89693.
1,Todays Vodafone numbers ending with 4882 are selected to a receive a пїЅ350 award. If your number matches call 09064019014 to receive your пїЅ350 award.,"Сегодняшние номера Vodafone, оканчивающиеся на 4882, выбраны для получения награды ¥350. Если ваш номер совпадает, позвоните по номеру 09064019014, чтобы получить награду в размере 350 фунтов стерлингов."
0,Please dont say like that. Hi hi hi,"Пожалуйста, не говори так. Привет привет привет"
0,Thank u!,Спасибо!
0,Oh that was a forwarded message. I thought you send that to me,"О, это было перенаправленное сообщение. Я думал, ты пришлешь это мне"
0,Got it. Seventeen pounds for seven hundred ml пїЅпїЅпїЅ hope ok.,"Понятно. Семнадцать фунтов за семьсот мл, надеюсь, все в порядке."
1,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.","Уважаемый владелец ваучера, заявка на предложение этой недели 2. Со своего компьютера перейдите на страницу http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 остановите текстовое сообщение STOP на номер 80062."
0,Me n him so funny...,Я и он такие забавные...
0,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola","Милая, надеюсь, у тебя не будет такого дня! Имейте один с множеством причин, чтобы улыбнуться. Биола"
0,When пїЅ_ login dat time... Dad fetching пїЅ_ home now?,"Когда ""войдите в систему в это время""... Папа сейчас заберет """" домой?"
0,"What will we do in the shower, baby?","Что мы будем делать в душе, детка?"
0,I had askd u a question some hours before. Its answer,Я задал тебе вопрос за несколько часов до этого. Это ответ
0,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out","Ну, мне определенно нужно пополнить запасы до Дня Благодарения, я дам вам знать, когда меня не будет"
0," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ","сказал поцелуй, поцелуй, я не могу делать звуковые эффекты! Он великолепный мужчина, не так ли! Вид человека, который нуждается в улыбке, чтобы украсить его день!"
0,Probably gonna swing by in a wee bit,"Наверное, скоро заскочу"
0,Ya very nice. . .be ready on thursday,Я очень мило. . .будьте готовы в четверг
0,Allo! We have braved the buses and taken on the trains and triumphed. I mean weпїЅпїЅпїЅre in bпїЅпїЅпїЅham. Have a jolly good rest of week,"Алло! Мы выдержали автобусы, сели на поезда и одержали победу. Я имею в виду, что мы в Бихаме. Хорошего остатка недели"
0,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?","Смотрел мультфильм, слушал музыку, а накануне должен был пойти в храм и церковь.. А ты?"
0,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,"Вы не возражаете, если я спрошу, что случилось? Вы не должны говорить, если это неудобно."
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,ЧАСТНЫЙ! В выписке по счету за 2003 г. указано 800 неиспользованных баллов S.I.M. Звоните 08715203694 Идентификационный код: 40533 Истекает 31/10/04
0,No prob. I will send to your email.,Без проблем. Я отправлю на вашу электронную почту.
1,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm","Вы выиграли 1000 фунтов стерлингов наличными или приз в размере 2000 фунтов стерлингов! Для подачи заявки звоните 09050000327. T&C: RSTM, SW7 3SS. 150 частей на миллион"
0,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),Это круто! Иногда медленно и нежно. Иногда грубо и жестко :)
0,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,"Я собираюсь сказать нет. Извини. Я бы, но, как обычно, начинаю паниковать по поводу времени. Еще раз извините! Вы встречаетесь во вторник?"
0,"Wait, do you know if wesleys in town? I bet she does hella drugs!","Подожди, ты не знаешь, есть ли Уэсли в городе? Бьюсь об заклад, она принимает наркотики!"
0,Fine i miss you very much.,"Хорошо, я очень по тебе скучаю."
0,Did u got that persons story,У тебя есть история этого человека?
0,Tell them the drug dealer's getting impatient,"Скажи им, что торговец наркотиками теряет терпение."
0,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng","Солнце не может прийти на землю, но посылает любовь в виде лучей. Облако не может прийти к реке, но посылает любовь в виде дождя. Я не могу приехать, чтобы встретиться с U, но могу отправить свою помощь в виде сообщения U. Gud evng"
0,You will be in the place of that man,Вы будете на месте этого человека
0,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com","Нет смысла везти его туда, если он не свободен. Если вам нужно узнать больше, wikipedia.com"
1,88800 and 89034 are premium phone services call 08718711108,"88800 и 89034 — телефонные службы премиум-класса, звоните по номеру 08718711108."
0,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",Под морем лежит скала. В камне есть конверт. В конверте лежит бумага. На бумаге 3 слова... '
0,Then mum's repent how?,Тогда мама покается как?
0,Sorry me going home first... Daddy come fetch пїЅ_ later...,"Извини, что я иду домой первым... Папа, зайди за ним позже..."
0,Leave it de:-). Start Prepare for next:-)..,Оставь это де :-). Начать Подготовка к следующему:-)..
0,Yes baby! We can study all the positions of the kama sutra ;),"Да, детка! Можем изучить все положения камасутры ;)"
0,En chikku nange bakra msg kalstiya..then had tea/coffee?,En chikku nange bakra msg kalstiya..тогда выпили чай/кофе?
0,Carlos'll be here in a minute if you still need to buy,"Карлос будет через минуту, если тебе еще нужно купить"
0,This pay is  &lt;DECIMAL&gt;  lakhs:),Эта плата составляет <DECIMAL> лакхов :)
0,Have a good evening! Ttyl,Приятного вечера! Поговорим позже
0,Did u receive my msg?,Ты получил мое сообщение?
0,Ho ho - big belly laugh! See ya tomo,"Хо-хо - смеяться от души! Увидимся, Томо"
1,SMS. ac sun0819 posts HELLO:\You seem cool,SMS. ac sun0819 posts ПРИВЕТ:\Ты кажешься крутым
1,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just пїЅ1.50 per wk 2 opt out send STOP 08452810071 16,"Получите свой первый РИНГТОН БЕСПЛАТНО СЕЙЧАС! Ответьте на это сообщение с помощью TONE. Gr8 TOP 20 гудков на ваш телефон каждую неделю всего 1,50 € в неделю 2 отказаться отправить STOP 08452810071 16"
0,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.","То же. И тебе больше не придется беспокоиться о том, что я скажу тебе НИЧЕГО. Как я сказал прошлой ночью, делай, что хочешь, и я сделаю то же самое. Мир."
0,"I've got  &lt;#&gt; , any way I could pick up?","У меня есть <#> , как я могу забрать?"
0,"I dont knw pa, i just drink milk..","Я не знаю себя, я просто пью молоко.."
0,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,"Может быть?! Передайте привет и узнайте, получил ли он его карту. Великий побег или вестерны?"
0,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...","Пигги, ты спишь? Держу пари, ты еще спишь. Я иду в 4 обеда сейчас..."
0,Cause I'm not freaky lol,Потому что я не причудливый лол
0,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,"Пропустил твой звонок, потому что кричал на Скраппи. Скучаю по тебе. Не могу дождаться, когда ты вернешься домой. Мне так одиноко сегодня."
